-0.122262	0.068805	0.051482	-0.139906	0.090160	0.054399	0.018296	-0.072501	0.196757	0.170423	-0.024658	-0.003297	-0.142153	0.076230	0.153010	0.471649	0.110262	-0.014794	0.182823	0.144183	0.189569	-0.023408	0.145894	-0.067991	0.000105	0.059300	-0.140547	0.222140	0.070767	-0.313654	-0.171324	0.391072	-0.146846	0.080947	-0.281759	-0.111438	0.194579	0.062554	0.050430	0.057892	-0.129343	0.101628	0.024314	0.154240	0.040432	0.059842	-0.132267	-0.145957	-0.018598	-0.003413	-0.120047	0.310377	0.023285	0.142168	0.095214	0.111396	0.242347	-0.019886	-0.173859	-0.009798	-0.024428	-0.129021	-0.107791	-0.097119	0.182632	0.007126	0.141951	0.113483	0.013805	-0.089569	0.051414	-0.071077	0.084480	0.098813	0.074400	0.006994	-0.135992	0.039936	-0.194420	-0.091329	0.186216	0.243196	0.003146	0.047454	0.030710	-0.201190	-0.045649	0.081512	-0.089611	-0.032946	0.231022	0.139140	0.144778	0.042699	0.343681	-0.147808	0.095076	0.085765	-0.207476	0.087240	
-0.068069	0.099398	0.157066	-0.016346	0.085382	0.016351	0.031909	0.000818	0.175152	-0.054880	-0.225053	-0.033445	0.125916	-0.104074	0.148024	-0.170527	0.044131	0.105010	-0.545067	-0.207927	-0.034141	0.211495	-0.112266	0.070157	0.381501	-0.019197	-0.111432	-0.049908	-0.056519	0.078339	-0.144498	0.185851	0.368169	-0.129538	0.007723	0.019951	0.231241	0.056585	0.251849	0.059480	0.170829	-0.021491	0.400867	0.082275	0.058545	-0.001991	-0.019660	0.067732	0.058695	-0.082094	-0.343245	-0.090250	0.062609	-0.023313	0.071876	-0.152028	0.434077	0.076699	0.009133	-0.164106	-0.354219	-0.216705	0.204464	-0.039551	-0.047717	0.017939	-0.557029	0.015944	-0.138342	-0.555629	0.356035	-0.344841	0.053289	-0.159227	-0.178564	0.283051	-0.148241	-0.455891	0.156568	0.106358	0.166930	0.325219	-0.281909	-0.033123	0.097777	0.152910	-0.389253	0.145174	-0.143398	0.172914	-0.036088	-0.133725	-0.194828	-0.080190	0.062995	0.240728	-0.076347	0.141225	0.183252	0.332348	
-0.095337	-0.130070	0.106486	-0.132594	0.026652	0.038465	-0.045183	-0.111762	-0.026191	-0.064554	0.039957	0.141085	-0.170054	-0.100096	-0.221691	0.006297	-0.330583	-0.234804	0.122665	-0.027994	0.142973	-0.037111	0.143596	-0.182958	-0.277356	-0.071636	-0.102361	0.107950	0.072032	0.175526	0.223209	-0.192329	-0.249512	0.057011	0.025155	-0.038010	-0.146199	0.048956	-0.542526	-0.015926	-0.090588	0.070286	-0.045709	-0.106765	0.024600	-0.027168	-0.047233	0.223229	-0.031896	0.079854	0.166143	0.015877	-0.026401	-0.075532	-0.400884	-0.090771	-0.108636	0.326085	-0.582332	0.299572	-0.008515	0.157520	0.088367	-0.165677	0.163955	-0.159356	0.336505	0.059242	0.110988	0.078439	-0.232487	0.103475	-0.125077	0.073671	0.045284	-0.297990	-0.050726	0.195860	-0.130909	-0.175418	-0.089614	-0.138930	0.251241	0.208444	-0.122584	0.116384	0.290917	0.037782	-0.003207	-0.024649	0.035353	0.089302	-0.120693	0.036399	0.078502	0.104561	0.036145	-0.184451	0.034667	-0.081976	
-0.092481	-0.126339	0.118927	-0.100239	-0.346072	0.110891	-0.276947	-0.341771	-0.283525	-0.020525	0.107435	0.058377	-0.144439	-0.063646	0.171533	-0.208312	0.187938	-0.027042	0.269508	0.280868	0.229033	-0.051683	0.145346	0.117609	0.076028	-0.077882	-0.039573	0.001958	-0.088469	-0.022147	-0.317012	-0.383097	-0.176706	0.060163	0.041180	-0.139946	0.040042	-0.173559	0.534278	0.193539	-0.066589	-0.094983	0.098680	0.214860	0.031994	-0.026311	-0.079706	0.020132	-0.083466	-0.094444	-0.010355	0.156684	0.155115	-0.059017	0.469040	0.014246	0.163807	-0.317585	0.011982	-0.598601	0.178004	-0.147215	-0.188403	-0.104533	0.039780	0.250437	-0.020259	-0.125050	-0.145317	0.187954	-0.334135	0.232950	-0.140069	0.189150	-0.152826	-0.149918	-0.006103	0.060393	0.105999	0.048711	-0.048740	-0.283865	-0.115561	-0.284198	0.120306	0.060669	0.215750	0.123449	-0.069544	0.049121	0.325040	-0.214125	-0.001701	-0.061970	-0.112302	-0.061708	0.152514	0.124371	-0.399011	-0.262244	
-0.123921	0.079311	-0.229567	-0.252191	0.209923	-0.069089	0.492862	0.050141	-0.094409	0.306749	-0.052291	0.000733	-0.047949	-0.007396	0.168966	-0.057017	-0.297665	0.193444	0.155507	-0.095392	-0.218966	-0.173429	-0.166037	-0.027170	-0.245670	-0.061966	0.005907	0.025491	0.107085	-0.061373	0.218422	0.074545	-0.253354	0.031473	-0.421355	-0.096160	-0.310188	0.121940	-0.354080	0.133540	-0.101627	0.018896	0.029319	0.297427	-0.101118	-0.008262	-0.051703	-0.052297	-0.090267	-0.069238	-0.105471	0.278321	0.015356	0.103125	-0.242737	-0.078372	0.219262	-0.127601	0.499347	-0.162744	-0.052787	0.264229	-0.007848	-0.142395	-0.032394	0.151768	-0.175010	-0.071514	-0.034164	0.162960	-0.324559	0.006986	0.145227	0.089261	0.112388	-0.333833	0.083594	-0.046226	-0.117159	-0.009520	-0.125964	-0.033546	0.264571	0.261851	0.146697	-0.174519	-0.197094	0.281643	-0.029617	-0.053991	-0.121960	0.199861	0.037324	-0.123286	-0.052338	0.069321	0.002367	0.203408	0.130239	-0.053283	
0.008116	0.008278	0.029158	0.173023	0.065067	0.011346	-0.127241	0.060777	0.202336	0.195473	0.004518	0.051925	-0.244111	-0.316152	0.168281	0.109463	0.062824	0.333736	-0.135709	0.001925	0.222504	0.004196	0.257667	-0.073694	0.162343	0.086840	0.074199	-0.021554	0.136276	-0.143949	0.090114	-0.108782	0.211027	-0.141480	0.280184	0.096800	-0.048361	0.006745	0.155503	0.143439	0.082699	-0.026552	-0.117675	-0.040507	-0.105154	0.073575	0.115388	-0.108736	-0.062906	-0.064224	0.120411	0.011209	-0.087745	0.022894	0.121633	-0.004475	-0.073736	-0.022954	-0.146892	0.042741	-0.117560	-0.052961	0.249115	-0.041634	0.123597	-0.044167	-0.103133	-0.094490	-0.050152	-0.077740	0.011098	0.039124	0.151014	0.176169	-0.014527	0.122169	-0.064131	0.128456	0.048486	0.244365	0.132838	0.014803	0.073054	-0.226630	0.054527	0.020122	0.073381	0.202793	-0.137793	0.144699	-0.206052	0.019720	-0.063159	-0.064263	0.142952	0.018292	-0.126822	0.210920	-0.116856	-0.128255	
0.018289	-0.014882	0.075309	-0.182091	-0.071446	0.085464	0.374583	0.036840	0.091274	0.019197	-0.031469	0.064591	0.196135	-0.303429	-0.050992	0.158003	-0.243992	0.164863	0.080018	-0.164946	0.023893	-0.065800	0.220158	-0.081811	0.222067	-0.042699	-0.022236	0.301713	0.077455	0.090087	-0.059486	0.159283	0.146229	-0.041811	0.202100	-0.035281	-0.132546	0.033280	0.067539	0.033063	0.202852	-0.032352	0.265447	0.214042	-0.048894	-0.029387	-0.171801	-0.108752	-0.144467	-0.076238	0.321027	0.153690	0.071478	0.214388	-0.030790	-0.114943	0.460791	0.064733	-0.172868	-0.076141	-0.046460	0.030447	0.064883	0.050289	0.230020	-0.030519	-0.402243	-0.137190	-0.026563	0.166631	0.001557	-0.165600	0.065692	-0.084038	-0.063856	0.091720	-0.158878	0.002040	0.190721	-0.167851	0.255496	0.126605	-0.061009	-0.033262	0.098306	0.279719	-0.068950	0.248319	-0.223561	0.131989	0.066294	0.009511	0.072995	-0.180083	0.282361	-0.010084	0.303332	0.018188	0.166502	-0.284186	
-0.084866	-0.199778	-0.006747	-0.026830	0.108306	-0.160464	-0.114353	0.172212	0.056958	0.159483	0.126491	0.041392	0.050303	-0.054191	0.002582	0.146520	0.205199	0.199624	-0.176119	0.043967	-0.165235	0.069527	-0.145059	0.062447	0.161052	0.016026	-0.080733	0.015535	0.052332	0.079474	-0.258236	0.009102	0.038597	-0.156840	-0.022264	0.063125	0.178089	0.027925	-0.531619	0.182805	-0.327249	-0.172549	0.279162	-0.016695	0.151847	0.067133	0.009267	0.109350	0.052672	-0.050352	0.223581	0.176135	0.141247	0.123519	0.064316	-0.065896	0.211220	-0.084080	0.186960	-0.093425	0.089181	0.151153	0.267635	-0.098836	0.161843	0.020657	-0.105084	-0.095999	-0.042026	0.043899	0.047689	-0.451429	0.101878	0.018047	0.039087	-0.053990	-0.024500	0.069170	-0.272340	0.074974	0.012985	0.183975	-0.248732	0.264568	0.013790	0.076413	-0.021122	0.141291	-0.091717	0.028306	-0.132279	-0.176142	-0.008518	0.052250	0.243247	0.040557	-0.398166	-0.023782	0.025721	0.241773	
-0.123226	0.092558	0.088747	0.147516	-0.017960	-0.031956	-0.339485	0.063816	-0.068190	-0.065474	0.108712	0.065380	0.070526	0.118993	-0.118328	0.014932	-0.017801	-0.057084	-0.171356	0.086369	0.191153	0.004113	0.084709	-0.119034	-0.009982	0.067112	-0.124049	-0.164816	-0.021462	-0.127338	0.126575	-0.060367	-0.247575	-0.004594	0.114233	0.076761	0.000732	0.047422	0.213059	0.029066	0.023588	0.076677	-0.083376	0.042872	0.013428	-0.124277	-0.179020	0.064969	-0.107425	-0.143584	-0.515302	0.069397	-0.153172	-0.059582	0.047663	0.001176	0.017471	0.023244	0.038051	0.062729	0.143965	-0.132332	-0.137392	0.087026	-0.002535	-0.090896	0.216465	0.084842	0.077691	0.095062	0.032200	0.225201	-0.042197	0.040065	0.064973	-0.129386	-0.032386	-0.158956	-0.167312	-0.069610	0.011429	-0.153811	0.126061	-0.354672	-0.226080	-0.005870	0.091166	-0.045480	-0.028006	-0.142953	-0.028456	-0.075796	0.062731	-0.070757	-0.043763	-0.154122	-0.204691	0.025476	0.117175	-0.135440	
-0.177268	-0.209614	-0.007335	-0.050465	0.181410	0.025792	-0.333397	0.010326	-0.035092	0.043428	-0.062508	-0.028239	-0.012261	0.449000	0.008536	0.122151	-0.015720	-0.481567	-0.003346	-0.068667	0.212453	-0.294233	-0.140725	0.025832	0.010853	-0.041400	-0.069300	-0.189918	-0.099229	0.156654	-0.381576	0.157520	0.181486	0.124116	0.031381	-0.048516	0.410229	-0.292497	0.293879	0.022306	0.163239	-0.016895	0.139984	0.017304	0.156876	-0.133678	-0.019721	-0.205119	-0.075755	0.050908	-0.109558	-0.009555	-0.082932	0.115688	-0.027341	-0.056251	0.096673	-0.004228	-0.145202	-0.339793	0.241128	-0.462041	-0.096756	0.114477	0.019393	-0.201606	-0.279387	-0.024443	-0.085908	-0.204871	0.163745	-0.327451	-0.112212	0.209209	-0.138792	0.014722	-0.133351	0.173268	0.046645	-0.142204	0.239472	0.065369	-0.497917	0.267943	0.003549	0.181823	-0.077025	0.074321	-0.076004	0.196422	-0.226919	-0.100626	-0.021770	0.030219	0.177229	0.144924	-0.095644	-0.250925	-0.322376	-0.062188	
